cleaned_text,sentiment_scores,sentiment_labels
hope good bad see idol go knock kara,0.6345125,neutral
wish mandy,0.7000609,neutral
yayyyy another nobody twitter,0.48537073,neutral
played allowed regret,0.6164686,negative
min til go dont wan na revision,0.72878534,neutral
bed chest infection got ta get better flight feel real,0.6247294,positive
going im sorry,0.71162784,negative
back uni morning mean holiday well officially,0.5091932,positive
good sorry see sleep,0.48767847,neutral
still reeling idea tony almeida evil,0.53747624,negative
cold shower bad clothes put back p car yr mi yr,0.48842308,neutral
audio testing something switchbox seems come time get soldering iron,0.87671536,neutral
widow succumbs death due behind still hoarded eldoret idp camp,0.49465013,neutral
totally kevin trying always,0.7596894,neutral
u r lucky enough tivo still mythbusters discchanl china,0.83428025,positive
jg,0.53394103,neutral
work since practically warm embrace sleep calling eye stay open,0.5414582,positive
know someone like waste,0.7095032,negative
haha know hate give hell,0.85455704,negative
feel warm running anything warmer whatever thing hot,0.5778771,positive
kind wondering signed must bored,0.5574907,neutral
worked day hot today would perfect day take,0.9409347,positive
wondering twibble doesnt seem work hmm duncan,0.6506562,negative
buzzen still people,0.63702995,neutral
think,0.6677061,neutral
confuseddddd,0.6642516,negative
feel old age offically hil crisis mode lol,0.6255376,neutral
stop thinking happened today believe caved joined twitter,0.50601953,neutral
get working mode,0.7143945,neutral
always take age set reasonable test edupunk,0.8177511,neutral
totally write could hook yvonne scared get renewed,0.809093,neutral
scared sunday,0.5788619,neutral
still feeling well go away,0.62097293,positive
asleep feeling bad high kind need stop,0.8673435,negative
got another boring day school,0.94045705,negative
want able refactor pride,0.7326696,neutral
wondering everyone make best coffee home nobody seems manage office,0.5817142,neutral
goin skool soon yay,0.7443896,positive
whats people log facebook use stupid quiz,0.9131396,negative
nc vacation godson family,0.8831412,neutral
cry eye boyfriend left,0.48949644,neutral
need bring back well ali miss resurrect mom somehow lol,0.7075786,neutral
feel like love,0.73465854,positive
mirror considered stand comedy fallon,0.8677923,neutral
stopping,0.570945,neutral
watching tv sound though subtitle,0.87143874,neutral
never get tired listening awesome wicked soften ache reality set back,0.82298774,positive
seen let control stuff gossip girl proud,0.67448515,neutral
nice long sleep night need get middle ill child kept everyone awake half night,0.58010066,positive
wanted go awakeri hot pool emma friend get ride back,0.86217844,neutral
heading feel like degree heat coming bad news,0.8945177,negative
starting get infactuated try best talk guess got shy today,0.7040816,neutral
night started much ended frantic call go followed stealth guy iowa,0.92035836,neutral
miss day,0.4608298,negative
swirl cherry bliss distinct pouty fallen love pinkberry even,0.79868054,positive
bad weather went warm winter feel,0.5136458,neutral
random rap video bet great need something like real becoming,0.63306206,positive
wish could go sleep,0.655604,neutral
stay love,0.64863074,positive
goin work look like another hot english grr,0.51221424,positive
oh text twitter think gon na longggggg day xx,0.612369,neutral
string cheese maybe might get mind bad week going,0.7733137,negative
updating,0.7356887,neutral
feel really sick love cheese sooooo much haha,0.9332359,positive
nan,0.52818847,neutral
mile walk dog need get still shake damn cough week,0.75960314,negative
boo school wan na go shopping instead lol,0.75048774,neutral
office way slower personal n forgot abt e free cone day,0.53939784,negative
wishing life would little bit kinder throw bone one feeling count,0.5904951,neutral
never miss hell lol,0.49098417,neutral
least look better adam miss lizzie,0.574782,positive
finally god whole look site,0.76625466,positive
watching hulu going sleep another long day,0.7032117,neutral
leaving hate part,0.57450444,negative
gon na miss match tonight,0.69813377,neutral
stau time,0.57925934,neutral
u think pinkberry would deliver fallen love even,0.8513265,neutral
ok im goin bed txt yu first thing,0.8119005,neutral
texted something remind coming stayed forgot,0.6927724,neutral
think might seem,0.7145993,neutral
hour workout gym got ta love whoo hoo,0.9248342,positive
feel well go college coursework due today,0.6459015,positive
tired still finished sad,0.8662616,negative
signed,0.58256525,neutral
seen let control stuff gossip girl proud,0.67448515,neutral
poor thing,0.74454623,negative
kicked u get finish,0.49101332,neutral
half hour run today damn damn,0.85853255,negative
look working anyone let know,0.7523777,neutral
back work,0.56324095,neutral
getting ready go bak skool,0.80382174,neutral
ohhhh yeh pretty good lol yes agreed worst hw room ever life haha,0.83597517,positive
need blackberry order twitterberry,0.8213201,neutral
first day back skool fun,0.8928883,positive
bad hate brigitta,0.93752843,negative
probably version,0.65466905,neutral
wackest guess got ta jus wait til rain stop go jupiter,0.55470926,neutral
sooo miss dorm room,0.6467817,negative
yeah caught end lol,0.5958406,neutral
last tweet supposed call attention twitter bacon imp caught,0.56658274,negative
posted political rant deleted mood,0.6652327,neutral
free even heard event til fair,0.7812786,neutral
great another one night,0.90432924,positive
ready take ceng midterm,0.7557357,neutral
good aww sorry hear,0.5758341,neutral
hour total hospital still look like colinoscopy woooo,0.5248992,neutral
house lack,0.5311231,negative
erghh discovered last night really allergic white long night,0.6072669,neutral
alone still dnt wot made even upset,0.61552125,negative
done definitely story free,0.54855496,positive
sorry hear dog,0.57176936,negative
sorry hear shaq daddy weather hot,0.712476,neutral
mostly play trance hard also bit nothing suitable bangkok land hip hop club,0.5195448,neutral
finished watching still make sad wonder would,0.65218925,negative
perfect sign need take,0.7165337,neutral
late bwah ha bad,0.5327439,negative
beautiful day stuck inside horrid space virus,0.42579243,positive
wish rain would stop still get wallet,0.5453781,neutral
feeling hot,0.8178712,positive
going class work pm,0.8784691,neutral
sad mood aggravates headache add bad cycle,0.9662746,negative
kennot class o wols iphone possibly hahaha,0.73308676,neutral
go school min,0.7711729,neutral
back college uhhhhhh awesomeee easter break like really,0.9876989,positive
noticed bestie never time sad,0.5423207,positive
raining,0.48593283,neutral
loveeee cbaa college mannnnn sad times,0.7827336,positive
big middlefinger heat,0.6630534,neutral
show last show,0.8129409,neutral
module drupal work sucking two day mass image import,0.7923681,negative
people poor wanted sing make fun video cute perez made huge joke,0.44518635,neutral
moved clearly accessible maybe email maybe dont know,0.80178744,neutral
really sorry hear chicken x x,0.7200332,negative
swollen gland really cant even drink anything hurt,0.9545702,negative
never see,0.5579698,neutral
look happened hmph,0.751316,neutral
would rather home,0.68161243,neutral
real rajy although rather uniques wack zany imma miss show,0.6234396,negative
still quite sure twitter feel interaction people certain,0.8015563,neutral
cool stuff always happens,0.9315994,positive
alone still dnt wot made even upset,0.61552125,negative
working train rather sleeping,0.6956848,neutral
ground unconscious front busted glass hope,0.66062754,negative
know great buuut think got trouble suck think might go one,0.4628411,negative
sweat turn online much hoped good everybody,0.92548674,positive
haha thats true hatred right omg wish donnie wahlberg would tweet,0.5612963,negative
struggling diabetes good,0.53102577,neutral
foaf went couple year book shop afford,0.86054695,neutral
aaaaand raining,0.7143941,neutral
friend miami maybe get u,0.86393833,neutral
baby bird fell nest onto patio even get chance say hello birthday,0.68544585,neutral
sad he going la week,0.53781223,negative
cold gloomy,0.5920563,neutral
going live rock since loop video hate life,0.52698046,neutral
possible ud get video tim saying hi luv collect duncan,0.5501977,neutral
awww nvm felt bad like,0.8695151,negative
cant upload profile picture,0.70158523,negative
sore throat go school,0.87507844,negative
dean friedman coming bury holiday,0.8788587,neutral
several last reason twitting blogging,0.70722795,neutral
feeling whole week going suck,0.97085077,negative
heartburn suck,0.95471346,negative
lame oh wouldnt surprised could find one long,0.54086876,neutral
manager damn weather change,0.86372155,negative
watching god seem empty inside,0.63278216,negative
start work,0.62482506,neutral
im going probably wont fall asleep fucked waking tomorrow,0.61229056,neutral
may sound work sound like wheezing fat ever dance without asthma attack,0.47104824,neutral
clarence miss never sleep well without arm love ya boo,0.6357603,positive
putting clothes line,0.7412944,neutral
still follow click click nothing happens,0.6281885,neutral
going school min double biology lesson today think id rather die well anyways see ya laterssss xoxo,0.57442284,neutral
hospital morning son tooth put general anaesthetic teeth crap design,0.874115,negative
oh boyfriend hate onion make cooking bland,0.9698878,negative
willingly,0.59863245,neutral
hoping weather last,0.5558967,positive
ijburg blue counting hour move,0.88117325,neutral
way university hate school,0.9374419,negative
cycle,0.4867876,neutral
boo,0.4706193,neutral
think spoon sick,0.8502268,negative
thank applying google summer code submitted selected program,0.83721274,neutral
feeling whole week going suck,0.97085077,negative
mother going let drive prom,0.85336477,neutral
work cheap tuesday ugh gon na busy already tired,0.7050971,negative
suck,0.8770689,negative
made even yet gon na make awesome green chicken curry dor maybe watch cool,0.93556106,positive
copy let know another signed friend mine fighting cancer,0.72570336,neutral
found everything lost past week apart thing looking darn trainer,0.55599034,negative
good luck hope train later today pull stunt,0.91687965,positive
lol good got boring stuff coming today though,0.40365118,neutral
something,0.5799783,neutral
ohh sick got seasick sitting fit ball afternoon even ahh need go home,0.83269453,negative
waiting tym cum go skool,0.83775616,neutral
running behind schedule skate think casualty could create,0.6007645,neutral
wide wonder end hope northern territory,0.83756274,neutral
gon na go sleep finally fail psychology test tomorrow ugh,0.892825,negative
aww miss,0.50392157,neutral
think pc typing sdrawkcab,0.78183997,neutral
new address making,0.8061649,neutral
saw poor wee dead,0.911604,negative
feel like ok quite man got ta get home quick po,0.7071676,positive
forgot morning music today train,0.5041878,neutral
